name,wins,losses,wlr,f_year,l_year,career_duration,dfs,aces,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,hand,birthdate,country,gender,total_matches,serve_games_won,serve_game_won%,break_points_saved%,breakpoints_permatch,ace_dominance
Julien Chauvin,0,1,0.0,1997,1997,1,3.0,1.0,52.0,29.0,14.0,9.0,8.0,3.0,9.0,R,1975-04-17,FRA,male,1,2.0,25.0,33.333,9.0,1.923
Takanyi Garanganga,4,7,36.364,2015,2019,5,20.0,33.0,457.0,280.0,184.0,79.0,71.0,23.0,43.0,R,1990-09-06,ZIM,male,11,51.0,71.831,53.488,3.909,7.221
Epaminondas Argyriou,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1944-01-01,GRE,male,1,0.0,,,0.0,
Lito Alvarez,42,107,28.188,1968,1981,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1947-12-05,ARG,male,149,0.0,,,0.0,
Oded Yaacov,0,1,0.0,1984,1984,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ISR,male,1,0.0,,,0.0,
Rhett Purcell,1,0,100.0,2019,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1996-02-06,GBR,male,1,0.0,,,0.0,
Florent Serra,122,164,42.657,2002,2014,13,578.0,1071.0,23401.0,14347.0,9660.0,4525.0,3514.0,1361.0,2266.0,R,1981-02-28,FRA,male,286,2609.0,74.246,60.062,7.923,4.577
Gonzalo Nunez,0,5,0.0,1975,1982,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-07-21,USA,male,5,0.0,,,0.0,
Sergio Gomez Barrio,0,2,0.0,1993,1997,5,12.0,7.0,96.0,43.0,28.0,13.0,16.0,3.0,14.0,R,1970-10-16,ESP,male,2,5.0,31.25,21.429,7.0,7.292
William Mason,1,2,33.333,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1979-05-25,AUS,male,3,0.0,,,0.0,
Ali Al Zubaidi,0,2,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRQ,male,2,0.0,,,0.0,
Terry Bennett,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Galo Blanco,122,171,41.638,1994,2006,13,868.0,1294.0,22448.0,12458.0,8545.0,4920.0,3374.0,1344.0,2268.0,R,1976-10-08,ESP,male,293,2450.0,72.614,59.259,7.741,5.764
Ricardo Schlachter,0,1,0.0,1998,1998,1,1.0,0.0,49.0,25.0,10.0,9.0,7.0,8.0,14.0,R,1977-07-07,BRA,male,1,1.0,14.286,57.143,14.0,0.0
David Miketa,0,5,0.0,1995,2000,6,49.0,7.0,471.0,237.0,146.0,100.0,70.0,26.0,58.0,R,1975-06-04,CZE,male,5,38.0,54.286,44.828,11.6,1.486
R Gray,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
Si Bruce Li,1,0,100.0,1999,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1976-04-29,CHN,male,1,0.0,,,0.0,
Don Candy,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1929-03-31,AUS,male,1,0.0,,,0.0,
Don Candy,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,AUS,male,1,0.0,,,0.0,
Dennis Van Scheppingen,41,64,39.048,1992,2007,16,439.0,373.0,7930.0,4628.0,3241.0,1542.0,1195.0,430.0,757.0,R,1975-07-05,NED,male,105,868.0,72.636,56.803,7.21,4.704
Otto Oberparleiter,0,1,0.0,1983,1983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUT,male,1,0.0,,,0.0,
Leonardo Mayer,180,197,47.745,2008,2020,13,1290.0,2329.0,29354.0,17904.0,13153.0,6019.0,4661.0,1373.0,2220.0,R,1987-05-15,ARG,male,377,3814.0,81.828,61.847,5.889,7.934
Rene Ruzic,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1919-02-25,MON,male,1,0.0,,,0.0,
Jimmy Taker,1,2,33.333,1984,1990,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1962-04-30,BAR,male,3,0.0,,,0.0,
Peter Pokorny,10,34,22.727,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUT,male,44,0.0,,,0.0,
Mario Brenner,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,1,0.0,,,0.0,
Adam Jaya,0,6,0.0,2000,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1985-01-10,MAS,male,6,0.0,,,0.0,
Luc Ondobo,0,2,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1972-11-10,CMR,male,2,0.0,,,0.0,
Norbert Oduor,1,4,20.0,1989,1992,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1964-04-30,KEN,male,5,0.0,,,0.0,
Michael Chang,547,256,68.12,1987,2003,17,1314.0,2733.0,51717.0,28924.0,20657.0,11891.0,7987.0,2593.0,4324.0,R,1972-02-22,USA,male,803,6256.0,78.327,59.968,5.385,5.285
Tom Fontana,0,1,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1963-12-19,USA,male,1,0.0,,,0.0,
Filip Veger,0,1,0.0,2013,2013,1,1.0,1.0,62.0,46.0,24.0,11.0,9.0,8.0,11.0,R,1994-12-21,CRO,male,1,6.0,66.667,72.727,11.0,1.613
Jean Julien Rojer,13,1,92.857,2001,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1981-08-25,AHO,male,14,0.0,,,0.0,
Attila Korpas,28,41,40.58,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,GER,male,69,0.0,,,0.0,
Attila Korpas,28,41,40.58,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1945-09-01,HUN,male,69,0.0,,,0.0,
Andrew Ilie,88,112,44.0,1995,2003,9,662.0,919.0,16474.0,8904.0,6145.0,3762.0,2458.0,957.0,1599.0,R,1976-04-18,AUS,male,200,1816.0,73.881,59.85,7.995,5.578
Dennis Hayes,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
L Turner,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,1,0.0,,,0.0,
Henry Bunis,24,51,32.0,1969,1978,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-03-27,USA,male,75,0.0,,,0.0,
Nimish Desai,0,1,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IND,male,1,0.0,,,0.0,
Radoslav Lukaev,3,3,50.0,2002,2005,4,9.0,12.0,146.0,66.0,50.0,32.0,19.0,11.0,16.0,R,1982-04-24,BUL,male,6,14.0,73.684,68.75,2.667,8.219
Emad Abou Hamdeh,1,9,10.0,1991,1993,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1969-11-30,JOR,male,10,0.0,,,0.0,
Adrian Forberg Skogeng,0,1,0.0,2010,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1990-08-09,NOR,male,1,0.0,,,0.0,
Wayne Cowley,0,4,0.0,1974,1975,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,4,0.0,,,0.0,
Alain Brichant,1,5,16.667,1980,1986,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,BEL,male,6,0.0,,,0.0,
Toshihisa Tsuchihashi,7,11,38.889,1985,1992,8,4.0,0.0,101.0,72.0,36.0,12.0,17.0,6.0,15.0,R,1966-10-18,JPN,male,18,8.0,47.059,40.0,0.833,0.0
Henry Hank Kamakana,0,1,0.0,1973,1973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1942-09-22,USA,male,1,0.0,,,0.0,
D Sullivan,2,1,66.667,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,3,0.0,,,0.0,
Thomas Furst,1,2,33.333,1973,1980,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,GER,male,3,0.0,,,0.0,
Manuel Diaz,2,3,40.0,1979,1981,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,5,0.0,,,0.0,
Richard Leach,3,4,42.857,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1940-03-06,USA,male,7,0.0,,,0.0,
Sean Sorensen,17,24,41.463,1977,1987,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1955-11-12,IRL,male,41,0.0,,,0.0,
Francisco Roig,59,90,39.597,1987,1999,13,287.0,225.0,8598.0,5008.0,3161.0,1684.0,1315.0,508.0,972.0,R,1968-04-01,ESP,male,149,851.0,64.715,52.263,6.523,2.617
Billy Yap,0,2,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,MAS,male,2,0.0,,,0.0,
Alex Kurucz,2,11,15.385,1968,1974,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,GER,male,13,0.0,,,0.0,
Albano Olivetti,5,9,35.714,2012,2016,5,85.0,264.0,1228.0,703.0,565.0,258.0,196.0,62.0,94.0,R,1991-11-24,FRA,male,14,164.0,83.673,65.957,6.714,21.498
Thomas Johansson,289,257,52.93,1994,2008,15,1501.0,4173.0,41962.0,22382.0,16874.0,9841.0,6475.0,2135.0,3450.0,R,1975-03-24,SWE,male,546,5160.0,79.691,61.884,6.319,9.945
Ricardo Omana,0,1,0.0,1998,1998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1976-06-25,VEN,male,1,0.0,,,0.0,
B L Jones,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GBR,male,1,0.0,,,0.0,
Roger Guedes,5,14,26.316,1977,1983,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1953-11-03,BRA,male,19,0.0,,,0.0,
Patrice Dominguez,153,143,51.689,1968,1981,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1950-01-12,FRA,male,296,0.0,,,0.0,
Jaroslav Navratil,31,55,36.047,1981,1988,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-07-24,CZE,male,86,0.0,,,0.0,
Bobby Kokavec,1,5,16.667,1994,1999,6,28.0,21.0,289.0,169.0,117.0,42.0,42.0,22.0,37.0,R,1976-05-17,CAN,male,6,27.0,64.286,59.459,6.167,7.266
Arsenije Zlatanovic,0,1,0.0,2009,2009,1,2.0,7.0,67.0,36.0,22.0,13.0,11.0,2.0,7.0,R,1989-12-04,SRB,male,1,6.0,54.545,28.571,7.0,10.448
Wayne Odesnik,41,60,40.594,2004,2014,11,275.0,518.0,8325.0,5152.0,3439.0,1596.0,1281.0,518.0,865.0,L,1985-11-21,USA,male,101,934.0,72.912,59.884,8.564,6.222
Igor Sijsling,49,89,35.507,2006,2016,11,329.0,956.0,10236.0,6031.0,4415.0,2046.0,1614.0,485.0,838.0,R,1987-08-18,NED,male,138,1261.0,78.129,57.876,6.072,9.34
George Rudman,3,8,27.273,1971,1981,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RSA,male,11,0.0,,,0.0,
Fabio Fognini,369,319,53.634,2005,2021,17,2635.0,2206.0,53576.0,31631.0,21397.0,10605.0,8163.0,3013.0,5296.0,R,1987-05-24,ITA,male,688,5880.0,72.032,56.892,7.698,4.118
Kj Hippensteel,1,3,25.0,2004,2004,1,18.0,14.0,309.0,205.0,137.0,36.0,46.0,16.0,32.0,L,1980-05-08,USA,male,4,30.0,65.217,50.0,8.0,4.531
Tony Bardsley,5,17,22.727,1969,1975,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-02-09,CAN,male,22,0.0,,,0.0,
Tony Bardsley,5,17,22.727,1969,1975,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-02-09,CAN,male,22,0.0,,,0.0,
Franklin Robbins,5,20,20.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1950-06-13,USA,male,25,0.0,,,0.0,
Christian Ruud,121,139,46.538,1989,2001,13,635.0,576.0,16763.0,9914.0,6416.0,3265.0,2521.0,989.0,1788.0,R,1972-08-24,NOR,male,260,1722.0,68.306,55.313,6.877,3.436
Vernon Lewis,4,4,50.0,1991,1992,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1965-10-30,ECA,male,8,0.0,,,0.0,
Mahader Hassan,1,6,14.286,1984,1987,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1957-01-26,SIN,male,7,0.0,,,0.0,
Ettore Rossetti,0,1,0.0,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,1,0.0,,,0.0,
Kossi Loglo,1,2,33.333,1999,1999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1979-07-25,TOG,male,3,0.0,,,0.0,
A Jammond,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,AUS,male,1,0.0,,,0.0,
Bruno Britez,0,1,0.0,2016,2016,1,9.0,2.0,138.0,85.0,58.0,26.0,21.0,5.0,11.0,,1998-05-23,PAR,male,1,15.0,71.429,45.455,11.0,1.449
Alex Corretja,429,260,62.264,1992,2005,14,1541.0,2407.0,52594.0,30271.0,21007.0,11633.0,8115.0,2860.0,4754.0,R,1974-04-11,ESP,male,689,6221.0,76.661,60.16,6.9,4.577
Antoine Breikeh,0,1,0.0,2006,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1988-09-19,LIB,male,1,0.0,,,0.0,
Konstantin Kravchuk,9,27,25.0,2010,2017,8,92.0,238.0,2448.0,1524.0,1105.0,435.0,380.0,142.0,231.0,R,1985-02-23,RUS,male,36,291.0,76.579,61.472,6.417,9.722
Davide Sanguinetti,153,220,41.019,1994,2007,14,889.0,1926.0,28957.0,16234.0,11359.0,6044.0,4351.0,1647.0,2820.0,R,1972-08-25,ITA,male,373,3178.0,73.041,58.404,7.56,6.651
Danny Sapsford,17,24,41.463,1990,1999,10,98.0,78.0,2547.0,1375.0,915.0,578.0,388.0,144.0,264.0,R,1969-04-03,GBR,male,41,268.0,69.072,54.545,6.439,3.062
Bernard Tomic,186,185,50.135,2009,2021,13,618.0,2781.0,29592.0,19618.0,13948.0,4975.0,4539.0,1531.0,2407.0,R,1992-10-21,AUS,male,371,3663.0,80.701,63.606,6.488,9.398
Mark Conti,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,1,0.0,,,0.0,
Paul Vojtischek,20,33,37.736,1985,1991,7,1.0,1.0,132.0,94.0,52.0,17.0,20.0,8.0,17.0,R,1963-06-13,GER,male,53,11.0,55.0,47.059,0.321,0.758
Yahiya Doumbia,34,29,53.968,1984,1998,15,13.0,20.0,350.0,203.0,144.0,72.0,53.0,17.0,27.0,R,1963-08-25,SEN,male,63,43.0,81.132,62.963,0.429,5.714
Andrei Luzgin,1,0,100.0,2001,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-02-02,EST,male,1,0.0,,,0.0,
Peter Gray,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,1,0.0,,,0.0,
Hugo Grenier,1,1,50.0,2021,2021,1,3.0,8.0,69.0,51.0,37.0,8.0,11.0,5.0,7.0,U,1996-03-23,FRA,male,2,9.0,81.818,71.429,3.5,11.594
Nick Saviano,125,150,45.455,1973,1984,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1956-06-05,USA,male,275,0.0,,,0.0,
Alan Koth,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,1,0.0,,,0.0,
Joaquin Loyo Mayo,77,108,41.622,1968,1978,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-08-16,MEX,male,185,0.0,,,0.0,
Martin Fischer,5,20,20.0,2006,2015,10,52.0,59.0,1827.0,1063.0,668.0,390.0,275.0,105.0,193.0,R,1986-07-21,AUT,male,25,187.0,68.0,54.404,7.72,3.229
Alex Llompart,6,5,54.545,2011,2015,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1990-05-11,PUR,male,11,0.0,,,0.0,
Shai Puni,0,3,0.0,1979,1984,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ISR,male,3,0.0,,,0.0,
Will Farah Lebar,0,2,0.0,2004,2004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1977-07-10,LIB,male,2,0.0,,,0.0,
Peit Hein Boekel,0,1,0.0,2002,2002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1975-09-28,AHO,male,1,0.0,,,0.0,
Naratorn Srichaphan,13,14,48.148,1991,2002,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1972-08-05,THA,male,27,0.0,,,0.0,
Marc Abdulnour,3,4,42.857,2011,2013,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1988-08-11,SYR,male,7,0.0,,,0.0,
Clinton Marsh,1,5,16.667,1992,1995,4,24.0,1.0,360.0,246.0,140.0,31.0,55.0,38.0,69.0,R,1972-01-19,RSA,male,6,24.0,43.636,55.072,11.5,0.278
Billy Knight,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1935-11-12,GBR,male,1,0.0,,,0.0,
Jonathan Mridha,1,1,50.0,2018,2018,1,7.0,18.0,218.0,128.0,98.0,50.0,35.0,6.0,12.0,R,1995-04-08,SWE,male,2,29.0,82.857,50.0,6.0,8.257
Patrick Hombergen,32,44,42.105,1968,1979,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1946-09-08,BEL,male,76,0.0,,,0.0,
James Blake,361,249,59.18,1998,2013,16,1617.0,3411.0,46638.0,26989.0,19590.0,10040.0,7227.0,2329.0,3800.0,R,1979-12-28,USA,male,610,5756.0,79.646,61.289,6.23,7.314
Bryan Shelton,99,127,43.805,1989,1997,9,1044.0,1707.0,16493.0,9536.0,7147.0,3399.0,2496.0,815.0,1296.0,R,1965-12-22,USA,male,226,2015.0,80.729,62.886,5.735,10.35
Eddie Cruz,2,11,15.385,1968,1976,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,PHI,male,13,0.0,,,0.0,
Zack Fleishman,7,17,29.167,2001,2008,8,87.0,138.0,1783.0,969.0,676.0,392.0,278.0,93.0,172.0,R,1980-03-17,USA,male,24,199.0,71.583,54.07,7.167,7.74
David Katcharava,1,0,100.0,1997,1997,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RUS,male,1,0.0,,,0.0,
Sunny Liu,1,2,33.333,1989,1990,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1969-03-07,SIN,male,3,0.0,,,0.0,
Anthony Niland,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Novak Djokovic,946,188,83.422,2004,2021,18,2508.0,5957.0,84141.0,54655.0,40261.0,16359.0,13663.0,3638.0,5569.0,R,1987-05-22,SRB,male,1134,11732.0,85.867,65.326,4.911,7.08
Massimo Zampieri,1,2,33.333,1985,1985,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1964-11-06,ITA,male,3,0.0,,,0.0,
Luciano Cuneo,1,0,100.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1960-10-20,PER,male,1,0.0,,,0.0,
Michiel Schapers,132,147,47.312,1982,1993,12,175.0,222.0,4520.0,3056.0,2140.0,720.0,702.0,215.0,363.0,R,1959-10-11,NED,male,279,554.0,78.917,59.229,1.301,4.912
Frank Saloman,1,3,25.0,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1942-12-10,RHO,male,4,0.0,,,0.0,
Johan Settergren,2,4,33.333,2001,2004,4,17.0,18.0,382.0,224.0,145.0,67.0,56.0,24.0,44.0,R,1978-04-22,SWE,male,6,36.0,64.286,54.545,7.333,4.712
Nikola Milojevic,4,4,50.0,2014,2020,7,30.0,27.0,615.0,356.0,252.0,122.0,104.0,29.0,58.0,U,1995-06-19,SRB,male,8,75.0,72.115,50.0,7.25,4.39
Kristian Capalik,3,5,37.5,2000,2002,3,21.0,38.0,581.0,335.0,240.0,113.0,92.0,29.0,54.0,R,1978-10-03,USA,male,8,67.0,72.826,53.704,6.75,6.54
Tripp Phillips,0,1,0.0,2004,2004,1,0.0,1.0,53.0,33.0,16.0,5.0,7.0,4.0,10.0,R,1977-08-26,USA,male,1,1.0,14.286,40.0,10.0,1.887
Martin Cuevas,4,16,20.0,2010,2020,11,13.0,32.0,391.0,236.0,163.0,72.0,56.0,30.0,45.0,R,1992-01-14,URU,male,20,41.0,73.214,66.667,2.25,8.184
Laurent Bram,2,12,14.286,2005,2013,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1984-03-31,LUX,male,14,0.0,,,0.0,
Federico Browne,11,20,35.484,1994,2004,11,71.0,96.0,2028.0,1226.0,809.0,368.0,309.0,119.0,217.0,R,1976-04-07,ARG,male,31,211.0,68.285,54.839,7.0,4.734
Dennis Novak,22,34,39.286,2013,2021,9,160.0,262.0,4770.0,3056.0,2061.0,855.0,731.0,249.0,435.0,R,1993-08-28,AUT,male,56,545.0,74.555,57.241,7.768,5.493
Viktor Filipenko,0,3,0.0,2013,2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1991-09-25,HUN,male,3,0.0,,,0.0,
Ian Bersin,0,1,0.0,1979,1979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Otis Smith,0,1,0.0,1988,1988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1965-12-08,USA,male,1,0.0,,,0.0,
John Mulvey,0,4,0.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,4,0.0,,,0.0,
Bruno Chimenti,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ITA,male,1,0.0,,,0.0,
Ingo Neumuller,0,1,0.0,2003,2003,1,1.0,0.0,54.0,22.0,9.0,16.0,8.0,4.0,9.0,R,1979-03-30,AUT,male,1,3.0,37.5,44.444,9.0,0.0
Todor Enev,7,12,36.842,1999,2011,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1982-02-08,BUL,male,19,0.0,,,0.0,
Garth Thomson,2,2,50.0,1990,1991,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1968-06-24,ZIM,male,4,0.0,,,0.0,
Martin Klizan,144,155,48.161,2007,2020,14,997.0,1285.0,22220.0,12947.0,8924.0,4595.0,3380.0,1326.0,2177.0,L,1989-07-11,SVK,male,299,2529.0,74.822,60.91,7.281,5.783
Filip Cristian Jianu,1,0,100.0,2019,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,2001-09-18,ROU,male,1,0.0,,,0.0,
Aziz Avganov,0,1,0.0,2003,2003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1983-08-26,TJK,male,1,0.0,,,0.0,
C Whittle,0,1,0.0,1974,1974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,,male,1,0.0,,,0.0,
Xin Gao,0,1,0.0,2014,2014,1,5.0,6.0,87.0,43.0,30.0,23.0,14.0,4.0,8.0,U,1994-05-12,CHN,male,1,10.0,71.429,50.0,8.0,6.897
Myron Franks,0,2,0.0,1968,1969,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1936-12-23,USA,male,2,0.0,,,0.0,
Bengt Lundstedt,0,1,0.0,1975,1975,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,SWE,male,1,0.0,,,0.0,
Shahar Perkiss,44,53,45.361,1980,1992,13,0.0,6.0,168.0,76.0,55.0,39.0,21.0,13.0,20.0,R,1962-10-14,ISR,male,97,14.0,66.667,65.0,0.206,3.571
Butch Kirkorian,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Eero Vasa,0,1,0.0,2016,2016,1,0.0,5.0,84.0,60.0,36.0,13.0,12.0,6.0,9.0,R,1997-02-01,FIN,male,1,9.0,75.0,66.667,9.0,5.952
Adam Anderson,0,2,0.0,1988,1989,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1969-12-21,AUS,male,2,0.0,,,0.0,
Nigel Sears,0,1,0.0,1981,1981,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-04-04,GBR,male,1,0.0,,,0.0,
Tanakorn Srichaphan,22,18,55.0,1985,1997,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1968-05-20,THA,male,40,0.0,,,0.0,
Filip Horansky,1,7,12.5,2018,2020,3,18.0,24.0,587.0,356.0,228.0,111.0,89.0,30.0,59.0,R,1993-01-07,SVK,male,8,60.0,67.416,50.847,7.375,4.089
Naomi Uemura,0,2,0.0,1981,1984,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,2,0.0,,,0.0,
Takeshi Murakami,0,1,0.0,1985,1985,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1965-02-23,JPN,male,1,0.0,,,0.0,
Andy Ram,3,12,20.0,2000,2012,13,20.0,71.0,667.0,335.0,251.0,167.0,107.0,36.0,63.0,R,1980-04-10,ISR,male,15,80.0,74.766,57.143,4.2,10.645
Mert Ertunga,1,3,25.0,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,TUR,male,4,0.0,,,0.0,
